date,buying,selling,mean,rate_change,rate_change_pct,MA_7,MA_30,MA_90,volatility_7d,day_of_week,month,year,spread
01/01/2024,2618.903446329116,2644.888544942899,2631.7161997567246,5.008972895617087,0.18816307589443967,2634.1570211929866,2626.0044429669656,2601.654031771271,5.689456907045682,0,1,2024,26.190056892950548
01/01/2024,2617.345243565908,2643.558034692349,2630.196120065906,3.318619411348747,0.1279625875423429,2621.8566312013,2609.4584629157193,2588.7023967681607,8.105857895760646,0,1,2024,26.173033692270355
01/01/2024,2703.0670806429684,2729.3404070475085,2716.646283956247,-4.009609834062097,-0.14885913176042104,2717.1926346081304,2716.2754522318223,2693.0084428468936,2.487513742534648,0,1,2024,27.02920158426778
01/01/2024,2589.0656320124663,2614.495919229817,2601.8099101548337,0.0016195219325371279,0.0016793451760408822,2600.9935224727733,2589.212120760235,2556.22831941684,1.7340279171576252,0,1,2024,25.883859951856685
01/01/2024,2703.0886495243535,2729.9001203187686,2716.475997836408,0.023605249602555844,-4.7488613628219204e-05,2717.794265351008,2708.0977528336807,2685.3252877135815,1.4334580554969636,0,1,2024,27.026092508700117
01/01/2024,2586.365496901015,2612.440049338596,2599.87429590518,0.6903919282917715,0.025357230273113023,2600.169349110892,2599.3006623672954,2577.7856360262917,0.5155470622576065,0,1,2024,25.86750757887096
01/01/2024,2436.9292703170804,2461.16475163224,2449.6518141064603,-0.8992037842223035,-0.03715293823331712,2445.0197094475147,2438.184069932357,2441.4789449842424,4.0905036297986355,0,1,2024,24.371490818031667
01/01/2024,2557.727534554653,2583.4787741451464,2570.830889361906,-6.181670772744844,-0.23652836266146743,2581.126653270837,2567.2928545715495,2517.769847962432,5.396093672984393,0,1,2024,25.57822392110851
01/01/2024,2441.392878809005,2465.4233389950928,2453.7479577166055,-10.24596167105179,-0.4167945047697734,2465.848239349444,2468.6592990487416,2538.1258987143315,5.5456089432014455,0,1,2024,24.411323417692874
01/01/2024,2694.393657085871,2721.5288614223423,2708.2991541143283,8.303640893137645,0.30754204139835717,2710.5561758999156,2715.958965179595,2696.2078251928197,5.734737028917407,0,1,2024,26.95144507794499
01/01/2024,2601.4956781776436,2627.3581441581346,2613.718009019682,3.4547201115900092,0.1352461968247078,2610.2913236079685,2601.47212275013,2582.914304873989,4.005839073175233,0,1,2024,26.015827957596912
01/01/2024,2545.252021638304,2570.8391761706766,2558.037492431548,-0.01849402042387629,-0.0005348609335715014,2554.0714263689265,2505.5532512754767,2583.552023707212,3.534778123023969,0,1,2024,25.45389921723118
01/01/2024,2616.741847493023,2643.4656171431466,2630.2742570508735,-0.011849313528468538,0.0009326633430059856,2626.753843753517,2611.5002609838375,2590.777079794431,4.819144975336257,0,1,2024,26.171750503715685
01/01/2024,2702.6130401954842,2729.9037971963194,2716.489767599429,0.042877115413827924,0.0011537304242845651,2717.0904768079654,2709.1639050025387,2685.8938595541445,0.7777306935144777,0,1,2024,27.03103236354612
01/01/2024,2574.1515477534076,2599.391258866645,2586.721940752427,3.107549182615607,0.12145841379035666,2581.0820662165984,2576.449691487334,2555.6881338594503,5.04176620717734,0,1,2024,25.739637230018413
02/01/2024,2557.9711041359724,2583.866580201324,2571.3605899640133,5.704699024027904,0.2233817277394846,2561.157349713704,2522.3166200891374,2574.8422562347873,5.091270926382286,1,1,2024,25.5817045612301
02/01/2024,2586.0354635968724,2611.8861412323977,2598.550872030416,0.922347483465455,0.034576533878358004,2598.4669217241985,2600.6114709706694,2582.2010667773898,0.4993475440491506,1,1,2024,25.862252465112146
02/01/2024,2672.1258711756254,2699.1523764980684,2685.4471099106563,1.692052070649703,0.06149352816447202,2680.7945636165805,2673.945804137992,2628.135208644338,2.796778270832859,1,1,2024,26.725832644824877
02/01/2024,2589.1039059973755,2615.247732274902,2602.023871226298,-1.3761157048357882,-0.051051835691837286,2602.598647463942,2590.403572743333,2561.847031009197,0.8524316001907271,1,1,2024,25.89644367210269
02/01/2024,2496.397691259424,2521.715702460935,2509.2008623236643,-0.008592383555435963,-0.0010319421948523516,2506.1929851539867,,,2.5880582746104985,1,1,2024,24.966797800358083
02/01/2024,2590.0304498875735,2615.7846037235427,2603.153835297378,-14.876061922833443,-0.5668638697855014,2634.6568985251283,2673.381091494253,2664.0829827039124,27.28053014161335,1,1,2024,25.900881468981435
02/01/2024,2432.6024775412907,2457.3725024914424,2445.0594491017196,0.037813309869538334,-0.0018249956301212356,2443.8159133326753,2455.6256081433985,2496.0944744904273,2.464882667507396,1,1,2024,24.332018055870837
02/01/2024,2667.8832962266856,2694.2247801798962,2680.689134561053,2.1491357154384474,0.08007964881244992,2679.130734299994,2670.191369893229,2634.3599321420393,1.4358122374704554,1,1,2024,26.678826581536903
02/01/2024,2658.5783709590705,2685.535722063921,2672.487807208727,1.6799938091466284,0.06425082671693232,2671.216346266647,2646.387091402543,2617.556161865369,1.780440071961078,1,1,2024,26.59255929749192
02/01/2024,2432.279191248022,2456.8376152789683,2444.627363470453,2.0729418097463723,0.0811850401963938,2440.976923851224,2448.030422997055,2476.564182867684,2.3635025153424984,1,1,2024,24.32495636741075
02/01/2024,2433.5124574274882,2458.007495943024,2446.288498252055,5.348390400082659,0.21767262859672695,2443.6262678305216,2437.1189297369788,2441.50072289587,2.60802082833747,1,1,2024,24.33996500398157
03/01/2024,2430.355994142908,2454.8628869697623,2442.9373284326193,0.502835339288037,0.02007022849124515,2440.9653940761655,2448.085689529513,2477.788201183006,2.219832187643661,2,1,2024,24.304299178143555
03/01/2024,2444.9240578169256,2468.89687623772,2456.4840619250795,1.591277255860299,0.062062822235786345,2461.9729599400553,2467.546495225792,2535.7473061860273,6.647342852843052,2,1,2024,24.443334168406235
03/01/2024,2663.607531459777,2690.393982837654,2676.556944199397,2.427678320322058,0.09090769393857251,2675.790747794534,2659.760808133094,2627.445067896574,1.4455788231419813,2,1,2024,26.635935660714612
03/01/2024,2587.6687232250506,2613.6530638856107,2600.3300311933563,1.4704829943989484,0.056058397442079404,2598.784306538245,2600.7630299571856,2582.817476203074,0.8461571117814143,2,1,2024,25.876700212944062
