date,buying,selling,mean,rate_change,rate_change_pct,MA_7,MA_30,MA_90,volatility_7d,day_of_week,month,year,spread
01/01/2024,347.41769345687237,350.95976028240256,349.1565861044076,0.5450242320817416,0.15546341708447214,347.4820745687135,345.39787707213856,344.0010320414641,1.0091477492830678,0,1,2024,3.4737605002555627
01/01/2024,373.5345370244368,377.2383939449851,375.36776952901175,1.2563384071320434,0.33592856432719226,374.00479122935303,372.1633212308298,359.4170733277997,0.7987037618004884,0,1,2024,3.7348592640621385
01/01/2024,353.71366887508856,357.1762663646024,355.484084403538,0.00014091268109880697,0.001220596210746462,355.4552548990229,355.43443538899265,353.6027152920443,0.3155346182626727,0,1,2024,3.4390062733858136
01/01/2024,347.8649735751488,351.19789279310305,349.513468635002,0.1505454667392354,0.045267370053780155,345.1945063583948,339.11616797027455,362.654712923979,3.100396980459869,0,1,2024,3.386564263612799
01/01/2024,343.6571022782595,347.00745914794584,345.2486164992791,-0.003957898885428987,-0.00014946072692785184,345.2500028580094,343.6182677682868,344.4953545206599,0.1937848812535056,0,1,2024,3.435446875947687
01/01/2024,379.36236848892503,383.26046649374666,381.2729918861225,0.004735135034621236,0.0005130112597094843,381.1955687905657,376.6235758123058,370.2979737502026,0.3923932370094049,0,1,2024,3.794426071665635
01/01/2024,370.7283412920624,374.41167958208274,372.5690119828013,0.0007227691191516398,-0.0005601861188507966,372.5786489224157,369.5765655915241,364.21200057493684,0.13298490215201736,0,1,2024,3.64479017134989
01/01/2024,358.9258176940538,362.3939651231283,360.7113086149172,0.7978295135181512,0.22285158545142797,359.62459882245594,358.6228371274022,356.39666847898775,0.48999185481104635,0,1,2024,3.4891141145008038
01/01/2024,354.7103290984347,358.3154030149312,356.47192224640315,0.003028150677791803,-9.092310790276033e-07,358.3107581487416,361.5186013299968,366.318109634763,1.5426908781619095,0,1,2024,3.5475951520756506
02/01/2024,342.48201749567414,345.94937937337403,344.16081017613834,0.0008079194391656239,-0.00047463493340427443,343.86464464944817,342.81357494790115,343.69204858387326,0.41023112562416025,1,1,2024,3.4252996095502626
02/01/2024,344.0203665437657,347.55372627606164,345.7333329885126,1.3677895903471842,0.3969200930751598,344.412173176596,345.4574042526205,357.0221284813346,0.8777233792315235,1,1,2024,3.4401513348289794
02/01/2024,368.54026788467024,372.2089995134438,370.3785148459397,-0.0011093556052656395,-0.0013990286582877217,370.17373767365666,360.37380013417993,349.58577362773406,1.3701697997435984,1,1,2024,3.6854122379794076
02/01/2024,353.73133621048805,357.1628759313165,355.51457188334854,0.0011853917093915935,-0.00031845944243759166,355.51672007067623,355.488783708334,353.6732840254902,0.3192786219634632,1,1,2024,3.438766180568487
02/01/2024,377.78943152878384,381.6763584486707,379.77176809453215,0.15253482492742662,0.04053298575635261,376.70053857302787,374.81387852815266,367.2527760908772,1.996030208388039,1,1,2024,3.778725880118758
03/01/2024,339.35410352983064,342.6887807554746,341.088819576749,0.00463848869962117,-0.0008753191723975609,340.8710424683614,343.485103060098,344.04217746934495,0.41418192417792393,2,1,2024,3.3932180998954444
03/01/2024,364.8122309590077,368.4300051973753,366.58921948234536,-1.3548260587340102,-0.36563406759480466,366.27182475973797,366.0546472923887,367.5968067741344,1.1929976526809718,2,1,2024,3.586375925956887
03/01/2024,344.6860626169907,348.13186199513154,346.33036173296796,0.5608404002526015,0.16178144347839502,345.8885971327766,345.35405288406594,351.60348744626657,0.3889803522551318,2,1,2024,3.4456941444142997
03/01/2024,331.6245352458585,335.0282160593239,333.2742971795297,5.505713424179153,1.6818115212353397,327.3151559383486,360.56316732844573,374.7311837745191,2.926560783921252,2,1,2024,3.3115179162264203
03/01/2024,354.74978410338724,358.21096898669816,356.4538366063585,-0.0007997403783186128,-0.0002722784248396063,358.362158995919,361.4865674189448,366.27298024755135,1.5463392018605866,2,1,2024,3.5471617243293503
03/01/2024,348.412325058028,351.74157360922254,350.12857174124,-0.04621304438427162,-0.014088907326297369,,,,,2,1,2024,3.4150847703654885
03/01/2024,340.8858717781747,344.3308943676036,342.57850869680436,-0.6824549367155579,-0.19735362037666354,343.8674433949937,344.3049966215625,344.4112618525246,0.7494165187501245,2,1,2024,3.4088046172617696
03/01/2024,341.76357224378415,345.0562094771837,343.32447505006496,0.01404044647290815,-0.002654906081323193,343.19338834235816,344.69769825209556,348.74561381466634,0.22088568015540472,2,1,2024,3.416758856636317
03/01/2024,378.51930955731376,382.2211323411195,380.3297232391389,0.5992698395454316,0.1587164206369849,377.4245134868369,375.0073113704875,367.5925536933277,2.3161965899963888,2,1,2024,3.7845748621973736
03/01/2024,360.2667840513962,363.74172255189666,361.9426290776441,1.4086439229603696,0.38684112112956226,360.54813950468105,355.39492228274946,351.44086869201084,0.7302737073519077,2,1,2024,3.501803074418095
03/01/2024,347.63853176271823,351.1006417135217,349.2241659999259,3.4247048966832434,0.9910088876668398,344.28947042961795,338.3723936110606,363.07920691294487,2.524421250568379,2,1,2024,3.4137610552874977
04/01/2024,376.1655609572097,379.8744535759936,378.0307513945798,-1.544560667011468,-0.40544723277307126,379.93489514359015,383.405340402448,379.69601041922175,1.2684435780759526,3,1,2024,3.7132256352536097
04/01/2024,385.8352971038725,389.6370552317527,387.7257061050806,0.0035586020736186855,-0.0002540154429210966,386.1315778864556,380.822521407303,373.12333915406845,2.7951175322819393,3,1,2024,3.8358222175631624
04/01/2024,360.6193250329214,364.1711010388903,362.3629437502443,0.0005881550971093415,0.000816665949038228,362.10035172263485,360.7069967715617,358.230109551117,0.27603072835980313,3,1,2024,3.5059494483911458
04/01/2024,360.0035819793263,363.60003649223376,361.7099812447998,-0.2509879685521089,-0.0700805475349635,361.99956560880554,360.4276741128243,358.0537882430103,0.20929614158543214,3,1,2024,3.5759405450047907
04/01/2024,352.46870723829437,355.97914978299474,354.13632621078614,-0.003664865849058151,-0.00035268741768224824,353.8597679189207,353.4807828331747,351.56222058706436,0.4493120405290787,3,1,2024,3.5043856128308257
04/01/2024,358.9305381285822,362.33573553482915,360.6037071738547,0.5098338421684111,0.1402858559957041,358.0868498860399,353.8713487333813,352.33888529933586,2.1690088533677807,3,1,2024,3.488202266509133
04/01/2024,383.5534747049933,387.47868899491067,385.45633271745857,0.033159390829571755,0.011115922289004664,385.22119257568426,382.95364713091095,378.23391718425665,0.5203835179680502,3,1,2024,3.835125384819885
04/01/2024,347.44386342713847,350.95385918209956,349.2104169964078,-0.0010689108873681158,-0.00040235185529434713,348.18231706525785,345.8674853289534,344.08351330093956,1.1587014264345945,3,1,2024,3.474406403648986
04/01/2024,344.33997347882445,347.74424673975994,346.03231617552564,0.39169359660286823,0.11294906814770067,345.82437521483126,344.8420274788983,354.3701473173998,0.1460277707331664,3,1,2024,3.4432932549439097
04/01/2024,353.5648278538458,356.98178250064194,355.2548767817261,0.0055635313111610804,0.0009517257345073221,354.87559516649947,354.1319363662473,352.1984733298667,0.43914664553193167,3,1,2024,3.435868275372983
04/01/2024,356.4077643873848,359.81390864244344,358.1216418906202,-0.002451581305857445,-7.034897607388178e-05,358.03196961437465,356.8184290965691,354.79623799264874,0.228725804937287,3,1,2024,3.519309632293691
04/01/2024,348.9317467008227,352.25958227642707,350.61243284073305,-0.05226141408702743,-0.017081731731213308,350.5179196692409,349.9705762547641,,0.1791746714602394,3,1,2024,3.415650968803353
04/01/2024,374.9515991618476,378.709388473478,376.75898198948204,-1.1186517967121958,-0.2972161997285577,379.1965205830706,383.03215682863885,379.77870000630764,1.3956391798309304,3,1,2024,3.7081465069366506
04/01/2024,362.3738446945604,365.8792433719341,364.1311895492495,-4.842401349523639,-1.3116674845565377,370.5673255626019,372.1327722444173,367.4983821073369,3.2170800862551605,3,1,2024,3.526334222675116
04/01/2024,361.2710044750778,364.89779989169176,363.15424895184503,-0.001180548760824296,0.0014374286065298974,363.31323390570986,359.4285301879708,349.5474864298608,0.7363995741422561,3,1,2024,3.543039709358414
05/01/2024,357.8963138574476,361.4607276125403,359.7288819633932,0.0028111602692467556,-6.567355715316687e-05,359.7893692709575,359.21985492638447,357.04578086426403,0.4530849717274073,4,1,2024,3.569405920964173
05/01/2024,365.4640034202124,369.03475127772555,367.24472221257935,0.1488381225856017,0.03967712038480107,366.66023606390024,365.3897603999136,358.38073840624253,0.5468190998773061,4,1,2024,3.5790435346845264
05/01/2024,343.5063331570607,346.9563765769149,345.14405337351025,1.6062962146286464,0.4666419887060892,344.173325467299,346.432041279131,358.00367496490946,0.711443858124169,4,1,2024,3.434507002818036
05/01/2024,366.60739865688305,370.1047849739532,368.32783833643015,-1.55064445187613,-0.41863753974013884,372.9040062292822,379.3225511567721,379.8422194329429,3.755142585886594,4,1,2024,3.5357058266949233
05/01/2024,358.1868143033538,361.76582563420095,359.92428968644043,0.1716965939058798,0.04990358494128491,359.93235310685543,362.9376160163893,366.8089274512914,0.11936307176439419,4,1,2024,3.54658417295337
05/01/2024,357.27774718153506,360.8188063173634,358.9996662891252,-0.0025456738449459886,-0.00033741998197703245,358.73215510776566,357.87698577888176,355.5905084794185,0.4867103804624037,4,1,2024,3.553447785858391
05/01/2024,341.4379242969193,344.8358425410071,343.1699605027519,0.41439614819846643,0.11817221092691518,343.16420119215985,344.2277637608809,347.697558539287,0.2967939449196234,4,1,2024,3.414625695647568
05/01/2024,362.35388292152544,365.8821613272337,364.08512797527345,0.06338123499384712,0.017984285774938887,363.40944732916984,362.71498919001255,359.7973289839505,0.43479202478963314,4,1,2024,3.5579797315117703
05/01/2024,366.8120620831054,370.4383258086379,368.6651358204033,-0.0002465724986659949,0.0013996554717924607,367.8248166310292,365.9273369256444,360.0297408692492,0.7440848537979704,4,1,2024,3.6277297370018355
06/01/2024,370.8496207980441,374.54650322014925,372.6671882504684,-0.2036982464631956,-0.05360274342247601,371.77184998197754,368.6419224065285,363.2654188740051,0.9702813647328697,5,1,2024,3.6358460315698573
06/01/2024,347.67618901937504,351.21763018195713,349.4708238650431,0.29831815496016456,0.08562379613859235,349.09074084944893,346.2858120775415,344.2962525794346,0.24245378873688334,5,1,2024,3.477238117901434
06/01/2024,386.2380095002659,389.9659635340488,388.1449691397927,0.7630753833962841,0.19590852942327747,383.32394856191377,379.88468015534403,372.2830109449853,2.9898592065280947,5,1,2024,3.785201818696719
06/01/2024,357.91633568790587,361.4813873079672,359.7755556886834,0.005954347511291973,-0.00010134742085686238,360.08851557900897,363.46594118478237,367.0101862830302,0.24860007681283328,5,1,2024,3.5304557196514876
06/01/2024,380.233691557076,383.9802788600042,382.1291184705384,-2.3943534184207587,-0.62198232693641,384.06658104138086,384.74162489732817,377.27158039843584,0.8887275404345394,5,1,2024,3.738069878657115
06/01/2024,381.7057852692221,385.58810381969016,383.6659195402839,0.6949636405163602,0.18260071319132148,382.4290479466016,381.6854095835092,376.975399232968,0.7061756460164748,5,1,2024,3.8173364886278236
06/01/2024,373.69892774187554,377.42187546040253,375.54411463326085,-0.003388431793478263,-0.001540628094435143,374.7493881734222,373.8687655904333,365.5335415876552,1.2627703613131775,5,1,2024,3.7369011453625074
06/01/2024,343.1357456071813,346.60091324532834,345.01652029100853,-0.9340651684353569,-0.26898358011705487,345.8060245171957,345.437607750529,351.0737403607993,0.4885505696828048,5,1,2024,3.4314958741358623
06/01/2024,344.0743443762471,347.5030163809728,345.7751797604709,0.44647838784460164,0.12859041242090266,345.27235714295387,344.37066499469506,355.57230257701514,0.4512940725006161,5,1,2024,3.440333215637554
06/01/2024,348.2249757402093,351.65246195349084,349.96341900087776,-0.27381275525142046,-0.07851283423425365,350.3223091374892,349.9885365000729,,0.42263213524817156,5,1,2024,3.4328172011607583
06/01/2024,358.7160306109336,362.313607111072,360.49764085037145,0.29096971532475197,0.08053136559549347,359.736210109359,359.1523739957981,356.94551270825696,0.5246895972636687,5,1,2024,3.582051572923005
